sentence,theme,confidence,report_year,source_file
Andaman and Nicobar Islands Forest and Plantation Development Corporation Limited.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The Water (Prevention and Control of Pollution) Act, 1974 (6 of 1974).",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The Water (Prevention and Control of Pollution),water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Another major outcome of COP 28 is the agreement on the operationalization of the Loss and Damage Fund and its funding arrangements.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The decision on the operationalization of the new funding arrangements, including a Fund, for responding to loss and damage was taken by consensus by all Parties including India.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The purpose of the Fund is to assist developing countries that are particularly vulnerable to the adverse effects of climate change in responding to economic and non-economic loss and damage associated with the adverse effects of climate change, including extreme weather events and slow onset events.",climate_adaptation,0.4,2023-24,moefcc_2023_24.pdf
"In its initial phase, voluntary tree plantation is envisaged on degraded land, waste land, watershed area etc. under the control and management of Forest departments.",water_conservation,0.6,2023-24,moefcc_2023_24.pdf
4. Forest Conservation 4.1 Remarkable Increase in the Number of Ramsar Sites of the Country: India has increased its tally of Ramsar sites (Wetlands of International Importance) to 80 from existing 75 by designating five more wetlands as Ramsar sites.,biodiversity,0.4,2023-24,moefcc_2023_24.pdf
"These movements together can set goals that can revolutionize many sectors and diverse areas such as fishing, agriculture, wellness, dietary choices, packaging, housing, hospitality, tourism, clothing, fashion, water management and energy.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Co-branding of Mission LiFE World Wetlands Day, (02nd February, 2023) was celebrated in alignment with Mission LiFE by Eco-clubs across various States like Assam, Madhya Pradesh, Kerala, Tamil Nadu, etc.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"National celebrations of World Wetlands Day were held at Nanda Lake, Goa s first Ramsar Site.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"Hon ble Minister of EF&CC launched the  Save Wetlands Campaign  in the presence of Hon ble Chief Minister of Goa Mission LiFE was co-branded at World Sustainable Development Summit organized by TERI at India Habitat Centre during February 22-24th , 2023 through standees, videos, photo booth, distribution of LiFE souvenirs to delegates and participants, etc.",eco_friendly_practices,0.4,2023-24,moefcc_2023_24.pdf
"The types of land that can be registered include degraded forest land, watershed areas, waste land, etc.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"The main objective of the Control of Pollution scheme is to monitor air quality across the country and take appropriate air pollution mitigation measures, besides monitoring water quality and noise levels in the country.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"Pollution Control Committee (PCCs) are supported to meet the expenditure requirements for taking pollution abatement activity including pollution assessment (Source monitoring, monitoring of ambient air, water and noise), technical studies for R&D, survey, and documentation for creation of environmental database and consultation in the area of pollution abatement of air, water & noise, scientific research and studies on issues of waste management, inventorisation of wastes, training and mass awareness, education, seminars/ workshops/ conference, lab-upgradation/ procurement of equipment, E-Governance and IT applications including online consent management, online emission/ effluent monitoring systems, development of IT infrastructure.",eco_friendly_practices,0.6,2023-24,moefcc_2023_24.pdf
"e. Southern region: on 19th October 2023, in Bengaluru for the States of Andhra Pradesh, Karnataka, Telangana, Tamil Nadu, Kerala and UTs of Lakshadweep, Pondicherry and Daman & Diu. f. Western region: on 20th October 2023, in Mumbai for the States of Maharashtra, Gujarat, Madhya Pradesh, Goa and UT of Daman, Diu & Dadra Nagar Haveli were sensitized about the NCAP and XV-FC grant for improvement in air quality.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"h. Eastern region on 20th October 2023, in Kolkata for the States of Chhattisgarh, Madhya Pradesh, Rajasthan (RD Bhopal Jurisdiction), Bihar, Jharkhand, Odisha, West Bengal, Andaman and Nicobar Island (RD Kolkata Jurisdiction) and Arunachal Pradesh, Assam, Nagaland, Meghalaya, Mizoram, Manipur, Sikkim and Tripura (RD Shillong Jurisdiction).",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The major sectors include: Thermal Power Plants, Common Effluent Treatment Plants, Sugar Industry, Cement Plants, Textile Industry, Slaughter House, Sewage Treatment Plants, Fertilizer Industry, Airport Noise Standards, Diesel/Petrol/ LPG/CNG Gensets, Dust Mitigation Measures for Construction and Demolition Activities, Boilers using industries, Man-made Fibre Industry, Paint Industry, Coffee Processing Industry, Tannery Industry, Kerosene, and Emissions Standards for SO2 and NOx for five industrial sectors   Lime Kiln, Ceramic, Glass, Foundry and Reheating Furnaces, Pharmaceutical Industry, PVC Pipes and Fittings, and Membrane based water purification system etc.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
They have been advised to use STP/ ETP treated water for irrigation purpose.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Introduction Under the provisions of The Water (Prevention & Control of Pollution) Act, 1974, the Central Government constituted the  Central Board for the Prevention and Control of Water Pollution  on September 23, 1974.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The name of the Board was amended to Central Pollution Control Board (CPCB) under the Water (Prevention & Control of Pollution),water_conservation,0.2,2023-24,moefcc_2023_24.pdf
2 Water Quality Monitoring Network,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The following steps have been taken to monitor and improvement of Water quality: 1. CPCB in association with State Pollution Control Boards (SPCBs) and Pollution Control Committees (PCCs) has established water quality monitoring network under National Water Quality Monitoring Programme (NWMP).,water_conservation,0.6,2023-24,moefcc_2023_24.pdf
"Monitoring network covers 47% locations on rivers (2108 locations on 642 Rivers), 16% locations on Stagnant water bodies (713 locations on 604 water bodies), 27% locations on Ground Water (1235 locations) and 10% locations on Coastal & Others water bodies (428 locations).",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Real Time Water Quality Monitoring of River Ganga is carried out at 76 stations (Main stem   35; Tributary   32 and drain   9) for 12 parameters including pH, BOD, DO, Temperature, EC, Chloride, COD, Turbidity, Nitrate, TOC, water level and dept. 2.1 National Mission for Clean Ganga (NMCG)",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"Three Projects were sanctioned to CPCB under NamamiGange Programme, with a primary emphasis on enhancing the water quality of the Ganga River and improving overall public health.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
ii Water Quality Monitoring (WQM) Project for River Ganga was sanctioned in year 2013 and extended on 20.06.2020 for six years till 19.06.2026 with an amount of Rs 126.17 Crore.,water_conservation,0.4,2023-24,moefcc_2023_24.pdf
4. Water Quality of river Ganga is monitored manually at 97 locations and it is observed,water_conservation,0.4,2023-24,moefcc_2023_24.pdf
No incidence of coloured water discharge and fish mortality since 2017 in river Ganga.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"iii. Stretch from Gangotri (Uttarakhand) to Kachhlaghat, Aligarh (Uttar Pradesh) is meeting the bathing water quality criteria.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"River Ganga is not meeting bathing water quality criteria in terms of Fecal Coliform (  2500 mg/l) in two 34 Ministry of Environment, Forest & Climate Change stretches in Uttar Pradesh (a) U/s Kanpur to Kanpur D/s (except Bathing Ghat, Gola Ghat) & (b) D/s Mirzapur to Tarighat, Ghazipur (except U/s Varanasi, Vishwa Sundari Bridge), entire stretch of Bihar except Arrah Chapra Road Bridge, U/s Doriganj and entire stretch of West Bengal except three locations namely Khagra, Behrampore, Nabadip ghoshpara near monipurghat and Tribeni near burning ghat.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"To promote self-regulation among highly polluting industries (17 categories), Grossly Polluting Industries and Common facilities i.e. Incinerators of Common Hazardous Waste Treatment Storage and Disposal Facilities (TSDFs), Incinerators of Common Bio-medical Waste Treatment and Disposal Facilities (CBWTFs), Common Effluent Treatment Plants (ETPs) and Sewage Treatment Plants (STPs), CPCB initiated Online Continuous Emission & Effluent Monitoring System (OCEMS).",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"PI is a function of water pollution, air pollution, hazardous waste generation, fuel consumption and amount of waste water generation.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"CEPI relates to evaluation of environmental quality in industrial area based on air, surface water and groundwater pollution as well as based on industries and health statistics.",water_conservation,0.6,2023-24,moefcc_2023_24.pdf
"Users agencies involved in road construction, roads and flyover embankments laying, construction of dams, mining, manufacture of ash based products, building construction have been mandated to use ash or ash based products located within 300 km radius of thermal power plants.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The objective of the Rotterdam Convention is to S. No. Organisation Purpose Amount released 11.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The National Green Tribunal (NGT) was set up on 18th October, 2010 under the NGT Act, 2010 for the purpose of effective and expeditious disposal of cases relating to environmental protection and conservation of forests and other natural resources including enforcement of any legal right relating to environment and giving relief and compensation for damages to persons and property and for matters connected therewith or incidental thereto.",biodiversity,0.4,2023-24,moefcc_2023_24.pdf
"It was first used in India as early as 1978 with river valley projects, and was subsequently extended to large public sector projects requiring Public Investment Board (PIB) clearance.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The safeguard measures are intended to minimize adverse impacts, inter alia, on (1) air quality, (ii) water quality, (iii) land degradation, (iv) bio-diversity, and (v) wildlife habitat.",biodiversity,0.4,2023-24,moefcc_2023_24.pdf
"In addition, measures like rainwater harvesting, water conservation, greenbelt and plantation; wildlife conservation plan, etc. are also required to be implemented in the project.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"Environmental Clearance to Developmental Projects As per the provisions of the EIA Notification 2006, meetings of various sectoral Expert Appraisal Committees (EAC) were convened during the year for appraisal of category  A  projects for sectors of Industry, Thermal, River valley and Hydroelectric Projects, Coal Mining, Non-Coal Mining, Infrastructure, Construction & CRZ and Nuclear, Defence & related Projects.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"As a part of 28 97 165 123 28 31 30 4 6 0 50 100 150 200 Coal Mining Industrial Projects-1 Industrial Projects-2 Industrial Projects-3 Non-Coal Mining INFRA-2 INFRA-1 River Valley and Hydroelectric Projects Thermal Projects NO. OF PROPOSALS GRANTED No. of EC Proposal Granted (Central level) : 512 Avg Time taken in grant of EC (all sectors) : 86 days Fig 1: No. of EC Proposal Granted (Central level) 50 Ministry of Environment, Forest & Climate Change appraisal process, wherever required, the Expert Appraisal Committees also visited project sites for obtaining first-hand information about the ground level realities and response of people / stakeholders living in the vicinity.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"CRZ Classification as per 2011 Notification 54 Ministry of Environment, Forest & Climate Change Island Regulations: The islands located along the mainland (offshore and inshore within tidally influenced water bodies) are covered under the Coastal Zone Regulation (CRZ) regulations, whereas Andaman and Nicobar and Lakshadweep group of islands are covered under the Island Protection Zone (IPZ) Notification, 2011, issued on 6th January 2011 under the Environment (Protection) Act, 1986.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The ICRZP as per ICRZ Notification, 2019 has been approved for Great Nicobar Island and Little Andaman Island.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Amendment in Reconstitution of Goa Coastal Zone Management Authority issued vide notification S.O.3581 (E) dated 10/08/2023   Reconstitution of Daman and Diu Coastal Zone Management Authority issued vide notification S.O.4571 (E) dated 31/10/2023.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"As part of  Save the Glacier   an awareness program was organized at Mana Village in Uttarakhand at a height of 3200 metres Release of the book  Animal Discoveries 2022 by Honorable Ministers on ZSI day (1st July 2023) 66 Ministry of Environment, Forest & Climate Change   Fauna of Assam (Part I) Invertebrates   Faunal Diversity of Puducherry   Faunal Ecology and Conservation of the Great Nicobar Biosphere Reserve   75 Endemic birds of India   Animal Discoveries 2022: New Species and New Records   Fauna of India: 108 Barcodes   Soft Corals (Malacalcyonacea: Octocorallia) of Andaman and Nicobar Islands (Families Cladiellidae, Sarcophytidae and Sinulariidae) 5.4 BOTANICAL SURVEY OF INDIA (BSI) a.",biodiversity,1.0,2023-24,moefcc_2023_24.pdf
"Udaygiri Mahavidyala, Maharashtra was able to develop self-reliant irrigation facilities under the program.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Biosphere Reserves in India and their year of designation: 1) Nilgiri, Tamil NaduKerala-Karnataka *; 1986 10) Dehang-Dbang, Arunachal Pradesh; 1998 2) Nanda Devi, Uttarakhand *; 1988 11) Pachmarhi, Madhya Pradesh *; 1999 3) Nokrek, Meghalaya *; 1988 12) Khangchendzonga, Sikkim *; 2000 4) Great Nicobar, Andaman & Nicobar Island *; 1989 13)",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Table 2: Financial assistance of Dahanu Taluka CHAPTER - 6 WETLANDS & COASTAL ECOSYSTEM 78 Ministry of Environment, Forest & Climate Change 6.1 National Plan for Conservation of Aquatic Eco-System (NPCA): The Wetlands Division of MoEF&CC works towards sustainable management and conservation of wetlands in the country.",biodiversity,0.6,2023-24,moefcc_2023_24.pdf
"The Division s objective of conservation and management of wetlands is divided under 4 broad categories i.e., Implementation of National Plan for Conservation of Aquatic Ecosystems (NPCA), Capacity building, Regulatory frameworks, and Implementation of Ramsar Convention in the country.",biodiversity,0.4,2023-24,moefcc_2023_24.pdf
World Wetlands Day was celebrated during 2nd to 4th February 2023 at Goa.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"On this occasion, the Hon ble MEF&CC launched a year-long  Save Wetlands Campaign  for spreading mass awareness about the conservation and management of wetlands in the country.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
3. Faunal inventory of all the 75 Ramsar Sites has been completed and published by ZSI in collaboration with Wetlands division.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
5.  India Wetland Coalition (IWC): Workshop on Developing Partnership and Convergence for Wetlands Conservation with Special Reference to Amrit Dharohar  was held on 30.06.2023 at Mumbai in collaboration with CII and the Govt.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
for involving industries in wetlands management and conservation.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
A national workshop was held for the Strategic Planning for 2-Step Integrated Management Planning of Wetlands & Implementation of Amrit Dharohar  from 13th-15th July 2023 in Bhopal.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
5 sites have been identified for imparting training by MoEF&CC and MoT to forest officials and Wetland Mitras.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Under the  Save Wetlands Campaign  a cleaning drive was conducted across Ramsar Sites of the country during the  Swachhata Pakhwada  from October 2nd to October 30th, 2023.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
A Standard Operating Procedure is developed for assessment of carbon stocks and sequestration in wetlands.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"In 2022, Mission Sahbhagita was launched, and a standard operating procedure was developed for the same to initiate participatory management of wetlands across the country.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
3. MoU signed between MoEF&CC and Confederation of Indian Industry (CII) for involvement of industrial communities in participatory management of wetlands including wise use.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"4. 87 wetlands have been notified under the Wetlands (Conservation and Management) Rules, 2017.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
5.  Wetlands of India  portal is developed in collaboration with GIZ.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The portal is an initiative to provide a single point access system that synthesizes information dissemination regarding wetland sites of the country, projects, initiatives and trainings.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
It also provides a platform for the people of the country to learn more about wetlands and get involved in their conservation and management.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"6. Applied for Ramsar Wetland City Accreditation of three cities namely Indore, Bhopal, and Udaipur.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
List of major publications: India s 75 Amrit Dharohar: A factbook of the 75 Ramsar Sites of India was released by the Hon ble Union Minister of EF&CC during the World Wetlands Day 2023 celebration.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Managing Climate Risks in Wetlands - a Practitioner s Guide: It was launched by the Hon ble Union Minister of EF&CC during the World Wetlands Day 2023 celebration.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The practitioner s Guide on Climate Risk Assessment was developed under the MoEF&CC-IKI-BMUV project  Wetlands Management for Biodiversity and Climate Protection  with GIZ.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
It provides stepwise guidance on assessing the site-level climate risks and integration of adaptation and mitigation responses into the wetland management plan.,climate_adaptation,0.6,2023-24,moefcc_2023_24.pdf
Cultural Significance of Indian Wetlands:,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Hon ble Union Minister of EF&CC released a book titled  Cultural Significance of Indian Wetlands .,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
This book was prepared by the MoEF&CC in collaboration with the IKI-BMUV funded  Wetlands Management for Biodiversity and Climate Protection  Project with GIZ.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The book is a compilation of stories that are emanated from the centuries-old deep cultural connection of local communities with different wetlands across the country.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
ANUP Newsletter: This half-yearly newsletter serves as a comprehensive report highlighting significant achievements and initiatives for the wise use of wetlands.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The recently issued second edition serves as an update for wetland managers, wetland authorities, and stakeholders at various levels providing a detailed account of initiatives carried out at the Central, State, and Local levels from June to December 2022.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"80 Ministry of Environment, Forest & Climate Change Scheme under the Division: Name of the Scheme: National Plan for Conservation of Aquatic Ecosystems The Wetlands Division of MoEF&CC implements a centrally sponsored scheme namely, National Plan for Conservation of Aquatic Ecosystems (NPCA) for conservation and management of wetlands in the country on cost sharing basis between Central Government and respective State/UT Governments.",biodiversity,0.6,2023-24,moefcc_2023_24.pdf
"The scheme aims at holistic conservation and restoration of wetlands for achieving the desired water quality enhancement, besides improvement in biodiversity and ecosystems.",biodiversity,0.8,2023-24,moefcc_2023_24.pdf
"It aims to promote mainstreaming of wetlands in developmental programming with States by supporting formulation and implementation of integrated management plans, capacity development and research.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Various activities covered are interception, diversion and treatment of wastewater, shoreline protection, lake front development, in-situ cleaning i.e., de-silting & de-weeding, storm water management, bioremediation, catchment area treatment, lake beautification, survey & demarcation, bio-fencing, fisheries development, weed control, biodiversity conservation education and awareness creation and community participation.",water_conservation,1.0,2023-24,moefcc_2023_24.pdf
"In the year 2023-24, funds earmarked for the conservation and management of wetlands (including lakes) from 01.01.2023 to 31.03.23 is Rs. 15.16 cr and from 01.04.2023 to 30.11.2023 is Rs.",water_conservation,0.4,2023-24,moefcc_2023_24.pdf
"10.64 cr released for 19 important wetlands namely Wullar, Pushkar, Patna, Chandotaal, Saman, Sarsai nawar, Soor Sarovar, East Kolkata Wetlands, Gurudongmar, Chilika, Amrit Sagar, Lakh Bahosi, Nawabganj, Sandi, Sita Sagar, Samaspur, Tamdil, Yaral Pat and Pala.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
A total of Rs 25.80 cr has been released for conservation of wetlands in 8 states and 60 Lakhs for one externally aided project (EAP) with WISA (IMWBES Project) during 01.01.2023 to 30.11.2023.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Grant-in-aid released to Institutions/organisations including NGOs: Name of Organisation Purpose Total Amount Released Status of third-party evaluation Remarks NCSCM Holistic Conservation and management of wetlands in India 3 cr Project is ongoing Release of half-year newsletter by Honourable Minister.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
81 Annual Report 2023-24 Externally Aided Projects (EAP): Project Progress of Integrated Management of Wetland Biodiversity and Ecosystem Services (IMWBES): a),biodiversity,0.4,2023-24,moefcc_2023_24.pdf
The following knowledge and outreach products were prepared i. A Fact book on Ramsar Sites of India has been prepared for release during World Wetlands Day 2023.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
https:// indianwetlands.in/wp-content/ uploads/library/1683182884.pdf. ii.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
A Factsheet on Coastal Wetlands for dissemination during World Wetland Day (https://drive.google.com/file/ d/1jiEykhSFHD_8nGMlinfyvytrvhCQj BYg/view?usp=drive_link) iii.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The second and third issue of the six-monthly newsletter of MoEFCC have been developed and shared on the national wetlands portal (www. indianwetlands.in).,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Brochure on Implementation Strategy of Amrit Dharohar, available at https://indianwetlands.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"i n / w p - c o n t e n t / u p l o a d s / library/1686133937.pdf v. A poster on High Altitude Wetlands to showcase the uniqueness, values and threats.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Demonstration of integrated wetland management As part of Integrated and multi-sectoral wetland management approach, to facilitate learning and develop best practices for up-scaling and broader implementation, Integrated Management Plan for the Gokul Jalashay wetland in the Buxar district of Bihar was prepared.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
GIZ-BMUV-IKI  Wetlands Management Biodiversity and Climate Protection  project during 2023 a),water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"On the occasion of World Wetlands Day 2023 celebration in Curchorem, Goa, a project publication titled,  Managing Climate Risks in Wetlands: A Practitioner s Guide  was launched by Shri Bhupender Yadav, Hon ble Minister of EF&CC, GoI.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The document is a stepwise guidance on assessing site-level climate risks and integration of adaptation and mitigation responses into the wetland management plan.,climate_adaptation,0.6,2023-24,moefcc_2023_24.pdf
"An expert consultation on  Developing a climate co-benefit assessment methodology for wetlands , was organised on 26th April 2023 in New Delhi under the chairmanship of Dr. Sujit Kumar Bajpayee, Joint Secretary, MoEF&CC focusing on the exchange and stock-taking of existing wetland carbon storage studies in India including mangroves, seagrasses and inland wetlands.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Discussions also revolved around assessing and measuring climate change adaptation and disaster risk reduction benefits of wetland conservation.,climate_adaptation,0.6,2023-24,moefcc_2023_24.pdf
"Hon ble Minister EF&CC, released a project publication titled  Cultural Significance of Indian Wetlands  during a regional workshop for the North-Eastern states at Imphal, Manipur organised by MoEF&CC.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The book explores the stories of the deep socio-cultural connection of the local communities with different wetlands across the country.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
The project in collaboration with MoEF&CC organised a National Workshop on  Strategic Planning for 2-Step Integrated Management Planning of Wetlands and Implementation of Amrit Dharohar .,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"e) Taking forward the Amrit Dharohar initiative of the Wetlands Division (MoEF&CC), the project organised Eco-Guide Training and Assessment in Bhitarkanika National Park in collaboration with the Mangrove Forest Division, Rajnagar and The Naturalist School.",biodiversity,0.6,2023-24,moefcc_2023_24.pdf
"The training specifically targeted selected tourism facilitators from the region, including boat owners, forest personnel, boat drivers, and homestay owners primarily from villages around Bhitarkanika National Park.",biodiversity,0.4,2023-24,moefcc_2023_24.pdf
"Under the ambit of Save Wetlands Campaign, GIZ has collaborated with Mangrove Forest Division, Rajnagar, Odisha and Action for Protection of Wild Animals (APOWA), to engage with around 900 school students and teachers in Kendrapara district to raise awareness on Bhitarkanika Ramsar Site as well as Human-Crocodile Conflict.",biodiversity,0.4,2023-24,moefcc_2023_24.pdf
"g) From May to September 2023, the Tamil Nadu Forest Academy in collaboration with the Tamil Nadu State Wetland Authority and the GIZ wetlands project conducted a series of multistakeholder trainings with more than 400 participants for wetlands conservation, ecosystem services and integrated management of wetlands at site and state levels targeting towards saltpan workers, aquaculture farmers, fisher cooperatives, DFOs and Wildlife Wardens, Forest Rangers, and CBOs/NGOs.",biodiversity,0.8,2023-24,moefcc_2023_24.pdf
"Integrated management plans for Pong Dam and Renuka Ji, which were prepared under the project for Govt of Himachal Pradesh and the same were under active consideration in the Ministry for financial assistance under NPCA scheme.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"As part of the Save Wetlands Campaign, the MoEF&CC-GIZ implemented project supported Himachal Pradesh government to host a Green Renuka Ji International Fair in November 2023 with technical support from Waste Warriors Society.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"By the end of the fair, over 4500 kgs of mixed dry waste was successfully collected and diverted from the Renuka wetland ecosystem to a Swachhta Kendra (Material Recovery Facility).",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"The workshop facilitated a knowledge exchange on wetland management, drawing on experiences from the Kabartal Ramsar Site and Gokul Jalashay.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"In an innovative move, panchayat members from Samastipur and local stakeholders, including fisherfolk and farmers, contributed grassroots perspectives on wetland use and conservation.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"To prevent, abate and control pollution of coastal and marine waters from land-based sources and developing infrastructure for environment protection.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Kazhuveli Andaman & Nicobar 17.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Gulf of Mannar Andaman & Nicobar 3.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Andaman and Nicobar Coral Reef Lakshadweep 4.,water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"NCSCM also undertakes R&D activities on sustainable coastal management, and holistic conservation of wetlands.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"o NCSCM organized about 150 beach, coastal and wetland clean-up and sensitization activities along with the local communities and Governments to promote the principles of LiFE Mission.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"As a primary knowledge partner, NCSCM is developing knowledge networks and assessments of wetlands of India under the project  Holistic Conservation and Integrated Management Plan of Wetlands  funded by the Wetlands Division of the MoEF&CC.",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
"Additional mitigation measures in the form of Catchment Area Treatment (CAT) Plan, Wildlife Management Plan, Soil and Moisture Conservation works and maintenance of Safety Zone etc. are stipulated on case-to-case basis Progress/Innovations i. Notification of the FC Amendment Act, 2023 : To remove the ambiguity of the applicability of the FC Act, the Ministry has notified the Forest (Conservation) Amendment Act, 2023 on 04.08.2023 which will be in force from 01.12.2023. ii.",biodiversity,0.6,2023-24,moefcc_2023_24.pdf
"Some of the important Schemes supported by National Authority are conservation of Endangered Species Recovery programme such as Great Indian Bustard, River Dolphin, Dugong, Manipur s brow antlered Deer (Sangai) by Wildlife Institute of India; National Tiger Conservation Authority (NTCA) for carrying out estimation of Tiger and introduction of Cheetah; Indian Council for Forestry Research and Education (ICFRE) for conservation and development of Genetic resources in forestry, estimation of economic loss of forest due to forest fire; Forest Survey of India (FSI) for Satellite survey of encroachment areas and e-Green Watch etc.",biodiversity,1.0,2023-24,moefcc_2023_24.pdf
"Financial (in crores) Andaman & Nicobar 56.16 1.49 36.56 0.682 * 5.32 * 3.29 0 0 0 0 *32 lakhs fruit bearing seedlings raising and planting, Achievement- 26,78,732 (seedlings) Andhra Pradesh 2276.75 51.74 845.04 7.22 3960.00 50.04 3594.00 30.56 0 0 0 0",water_conservation,0.2,2023-24,moefcc_2023_24.pdf
Strengthening Forestry Research for Ecological Sustainability and Productivity Enhancement 6 313.67 131.357 ICFRE RT Division 2019-20 2 Estimation of Economic Losses in Real Term Per Hectare Basis Due to Forest Fire in Uttarakhand and Madhya Pradesh. 2 3.79 3.4 ICFRE FP Division 2020-21 3 Proposal for preparation of detailed project report for Rejuvenation of Damodar and Suvernalekha rivers through forestry Inventions 2 1.17 0.8795 ICFRE NAEB 2021-2022 Schemes supported under the CAMPA Fund for the year 2023-24.,water_conservation,0.4,2023-24,moefcc_2023_24.pdf
